,words,nots
9229,omnēs,neuter
9230,ad,adverb
9231,causā,nominative
9232,spectat,2nd person
9233,mercātōrēs,singular
9234,lēgibus,neuter
9235,animōs,nominative
9236,initium,plural
9237,ā,pronoun
9238,fortissimī,feminine
9239,proximī,feminine
9240,continētur,subjunctive
9241,prōvinciae,neuter
9242,quod,noun
9243,etiam,pronoun
9244,gerunt,perfect
9245,dīvīsa,active
9246,pertinet,passive
9247,oriuntur,perfect
9248,quod,masculine
9249,bellum,ablative
9250,Gallia,plural
9251,prohibent,imperative
9252,Belgae,ablative
9253,eōs,singular
9254,quod,noun
9255,virtūte,accusative
9256,obtinēre,subjunctive
9257,spectat,deponent
9258,quārum,singular
9259,quārum,singular
9260,quārum,singular
9261,quārum,singular
9262,quārum,singular
9263,quārum,singular
9264,quārum,singular
9265,obtinēre,subjunctive
9266,obtinēre,subjunctive
9267,ab,preposition w/ acc.
9268,spectant,imperfect
9269,dē,adverb
9270,fīnibus,singular
9271,quā,neuter
9272,quod,noun
9273,oriuntur,subjunctive
9274,dīvīsa,future
9275,eōrum,ablative
9276,etiam,pronoun
9277,quī,noun
9278,quibus,demonstrative
9279,cotīdiānīs,singular
9280,cotīdiānīs,singular
9281,cotīdiānīs,singular
9282,cotīdiānīs,singular
9283,cotīdiānīs,singular
9284,ūnam,nominative
9285,ab,pronoun
9286,ūna,superlative
9287,animōs,nominative
9288,eōs,feminine
9289,proximī,dative
9290,oriuntur,semi-deponent
9291,oriuntur,semi-deponent
9292,oriuntur,semi-deponent
9293,quārum,dative
9294,quārum,dative
9295,quārum,dative
9296,est,subjunctive
9297,dictum est,deponent
9298,Belgārum,nominative
9299,Germānīs,singular
9300,eam,plural
9301,in,adverb
9302,linguā,genitive
9303,prōvinciae,ablative
9304,Celtae,accusative
9305,continenter,comparative
9306,ea,genitive
9307,ūna,superlative
9308,flūminis,plural
9309,continenter,future
9310,incolunt,singular
9311,dictum est,future perfect
9312,inter,pronoun
9313,inter,pronoun
9314,Gallia,plural
9315,gerunt,singular
9316,obtinēre,gerund
9317,omnium,nominative
9318,gerunt,1st person
9319,omnēs,neuter
9320,dīvīsa,masculine
9321,prohibent,passive
9322,suīs,accusative
9323,Gallia,ablative
9324,Gallia,ablative
9325,gerunt,subjunctive
9326,ab,pronoun
9327,animōs,genitive
9328,Belgārum,accusative
9329,ab,adjective
9330,spectant,deponent
9331,continenter,superlative
9332,gerunt,imperative
9333,sunt,1st person
9334,dē,adverb
9335,partem,plural
9336,flūmine,plural
9337,flūmine,plural
9338,occāsum,plural
9339,Galliae,nominative
9340,ea,indefinite
9341,eam,possessive
9342,orientem,superlative
9343,causā,plural
9344,flūmine,masculine
9345,quod,feminine
9346,ab,pronoun
9347,longissimē,positive
9348,dē,adverb
9349,Gallia,masculine
9350,dīvīsa,dative
9351,continenter,gerund
9352,continenter,gerund
9353,continenter,gerund
9354,causā,accusative
9355,spectant,pluperfect
9356,spectant,pluperfect
9357,eōrum,interrogative
9358,Belgīs,feminine
9359,gerunt,semi-deponent
9360,partēs,masculine
9361,ipsī,accusative
9362,trāns,preposition w/ abl.
9363,lēgibus,nominative
9364,partēs,dative
9365,linguā,plural
9366,ad,adverb
9367,mercātōrēs,dative
9368,longissimē,positive
9369,eōrum,singular
9370,dictum est,deponent
9371,fortissimī,feminine
9372,animōs,dative
9373,aliam,neuter
9374,linguā,nominative
9375,oriuntur,subjunctive
9376,ipsōrum,feminine
9377,prohibent,2nd person
9378,Germānīs,accusative
9379,eōs,neuter
9380,animōs,singular
9381,inter,preposition w/ abl.
9382,ipsōrum,adverb
9383,dīvīsa,masculine
9384,contendunt,semi-deponent
9385,oriuntur,singular
9386,reliquōs,superlative
9387,reliquōs,superlative
9388,ad,adverb
9389,occāsum,nominative
9390,mercātōrēs,genitive
9391,dē,noun
9392,ad,preposition w/ abl.
9393,animōs,nominative
9394,prohibent,singular
9395,hī,accusative
9396,fīnibus,singular
9397,ipsī,relative
9398,ipsī,relative
9399,quibus,genitive
9400,suīs,1st person
9401,aliam,masculine
9402,sōlis,plural
9403,appellantur,2nd person
9404,flūmen,genitive
9405,orientem,neuter
9406,linguā,genitive
9407,flūminis,plural
9408,inter,conjunction
9409,quod,noun
9410,dē,preposition w/ acc.
9411,ipsī,relative
9412,quam,demonstrative
9413,bellum,genitive
9414,quī,demonstrative
9415,Galliae,accusative
9416,Galliae,ablative
9417,capit,subjunctive
9418,dīvidit,plural
9419,reliquōs,feminine
9420,cotīdiānīs,superlative
9421,quārum,demonstrative
9422,fortissimī,ablative
9423,fīnibus,genitive
9424,omnium,dative
9425,sōlem,plural
9426,Belgīs,genitive
9427,dē,adjective
9428,obtinēre,gerund
9429,incolunt,2nd person
9430,Belgae,ablative
9431,in,conjunction
9432,flūminis,plural
9433,-que,adjective
9434,in,adverb
9435,quod,noun
9436,quod,noun
9437,quod,noun
9438,quod,noun
9439,quod,noun
9440,Belgārum,singular
9441,Belgārum,singular
9442,Belgārum,singular
9443,ipsōrum,singular
9444,Hispāniam,plural
9445,suīs,superlative
9446,omnis,plural
9447,dīvīsa,active
9448,pertinet,deponent
9449,obtinēre,indicative
9450,tertiam,plural
9451,longissimē,positive
9452,ea,relative
9453,proximī,feminine
9454,occāsum,plural
9455,ā,preposition w/ acc.
9456,sē,genitive
9457,sē,genitive
9458,dīvīsa,ablative
9459,proximī,feminine
9460,quārum,demonstrative
9461,gerunt,future
9462,causā,plural
9463,prōvinciae,ablative
9464,prōvinciae,ablative
9465,sōlem,neuter
9466,continenter,infinitive
9467,contendunt,pluperfect
9468,pertinet,2nd person
9469,Gallia,ablative
9470,quī,genitive
9471,flūmen,plural
9472,suīs,2nd person
9473,-que,adjective
9474,quā,noun
9475,lēgibus,singular
9476,aliam,genitive
9477,cotīdiānīs,accusative
9478,quod,noun
9479,incolunt,passive
9480,incolunt,passive
9481,ā,noun
9482,Celtae,ablative
9483,omnis,plural
9484,ab,preposition w/ acc.
9485,-que,adjective
9486,quibus,accusative
9487,Galliae,neuter
9488,fortissimī,dative
9489,ea,dative
9490,etiam,pronoun
9491,Celtae,accusative
9492,est,future
9493,gerunt,imperative
9494,eōrum,feminine
9495,aliam,demonstrative
9496,oriuntur,singular
9497,quae,masculine
9498,pars,masculine
9499,-que,adjective
9500,hōrum,feminine
9501,Celtae,accusative
9502,dē,pronoun
9503,cum,adverb
9504,reliquōs,superlative
9505,etiam,pronoun
9506,ūnam,demonstrative
9507,-que,pronoun
9508,eōs,2nd person
9509,omnis,accusative
9510,hī,singular
9511,hī,singular
9512,quod,noun
9513,fīnibus,singular
9514,quī,noun
9515,appellantur,future
9516,lēgibus,singular
9517,quibus,nominative
9518,bellum,ablative
9519,cotīdiānīs,comparative
9520,quibus,demonstrative
9521,quod,noun
9522,eōs,feminine
9523,sōlis,plural
9524,pertinet,2nd person
9525,capit,future perfect
9526,contendunt,deponent
9527,Hispāniam,plural
9528,Belgārum,singular
9529,incolunt,passive
9530,cotīdiānīs,singular
9531,hōrum,feminine
9532,contendunt,subjunctive
9533,Belgīs,feminine
9534,mercātōrēs,singular
9535,animōs,singular
9536,animōs,singular
9537,animōs,singular
9538,spectat,deponent
9539,eōs,dative
9540,obtinēre,subjunctive
9541,sē,dative
9542,-que,adjective
9543,occāsum,feminine
9544,quod,genitive
9545,ea,masculine
9546,minimē,adjective
9547,ea,genitive
9548,trēs,neuter
9549,partēs,neuter
9550,quārum,demonstrative
9551,quibus,genitive
9552,quārum,noun
9553,continenter,comparative
9554,eōs,neuter
9555,Hispāniam,neuter
9556,sōlem,feminine
9557,continētur,deponent
9558,dē,noun
9559,montēs,feminine
9560,sē,adverb
9561,cum,preposition w/ acc.
9562,quam,noun
9563,pars,dative
9564,ipsī,adverb
9565,trēs,neuter
9566,sōlem,dative
9567,aliam,plural
9568,trēs,singular
9569,trēs,singular
9570,ea,dative
9571,quae,demonstrative
9572,quae,demonstrative
9573,linguā,masculine
9574,partem,neuter
9575,incolunt,deponent
9576,sōlis,nominative
9577,ea,dative
9578,quibus,nominative
9579,Belgārum,nominative
9580,absunt,2nd person
9581,contendunt,passive
9582,partem,ablative
9583,Belgae,ablative
9584,Galliae,nominative
9585,proeliīs,masculine
9586,mercātōrēs,ablative
9587,dīvīsa,superlative
9588,partēs,neuter
9589,proximī,positive
9590,dictum est,2nd person
9591,partem,masculine
9592,orientem,passive
9593,proeliīs,masculine
9594,dictum est,active
9595,dictum est,feminine
9596,dictum est,feminine
9597,sōlem,plural
9598,fīnibus,singular
9599,proeliīs,feminine
9600,Belgae,ablative
9601,quam,reflexive
9602,ad,preposition w/ abl.
9603,Belgae,ablative
9604,inter,conjunction
9605,contendunt,imperative
9606,quam,reflexive
9607,dīvīsa,gerund
9608,absunt,2nd person
9609,proeliīs,accusative
9610,dīvidit,deponent
9611,ab,pronoun
9612,quam,noun
9613,bellum,plural
9614,eōs,dative
9615,sōlem,plural
9616,fortissimī,comparative
9617,ipsōrum,singular
9618,gerunt,1st person
9619,gerunt,singular
9620,sē,nominative
9621,ā,noun
9622,sē,adverb
9623,Celtae,accusative
9624,ad,pronoun
9625,minimē,comparative
9626,cum,adjective
9627,Belgae,accusative
9628,cotīdiānīs,singular
9629,-que,adjective
9630,flūmen,masculine
9631,minimē,adjective
9632,in,conjunction
9633,ipsī,reflexive
9634,quae,reflexive
9635,ā,noun
9636,flūmen,genitive
9637,cum,adjective
9638,flūmen,genitive
9639,appellantur,active
9640,fortissimī,feminine
9641,proeliīs,singular
9642,prohibent,1st person
9643,ūna,demonstrative
9644,ūna,demonstrative
9645,omnium,superlative
9646,dīvidit,deponent
9647,dīvidit,deponent
9648,virtūte,plural
9649,tertiam,dative
9650,spectat,semi-deponent
9651,ad,preposition w/ abl.
9652,continenter,passive
9653,continenter,passive
9654,flūmen,dative
9655,omnis,ablative
9656,etiam,pronoun
9657,quam,masculine
9658,partem,plural
9659,quī,neuter
9660,hī,reflexive
9661,etiam,pronoun
9662,proeliīs,masculine
9663,mercātōrēs,genitive
9664,suīs,1st person
9665,ad,adverb
9666,flūmine,accusative
9667,appellantur,future
9668,ūna,superlative
9669,dīvīsa,superlative
9670,-que,pronoun
9671,ipsōrum,reflexive
9672,continētur,semi-deponent
9673,prohibent,semi-deponent
9674,occāsum,plural
9675,gerunt,future
9676,Celtae,accusative
9677,Celtae,accusative
9678,proeliīs,accusative
9679,orientem,neuter
9680,orientem,neuter
9681,pars,genitive
9682,pars,genitive
9683,sōlis,plural
9684,prōvinciae,accusative
9685,eōrum,indefinite
9686,ea,dative
9687,continenter,passive
9688,tertiam,plural
9689,flūmen,feminine
9690,dīvidit,plural
9691,aliam,masculine
9692,quibus,reflexive
9693,quae,noun
9694,occāsum,feminine
9695,occāsum,feminine
9696,Galliae,plural
9697,-que,pronoun
9698,prohibent,semi-deponent
9699,prohibent,singular
9700,causā,genitive
9701,causā,genitive
9702,spectat,subjunctive
9703,minimē,comparative
9704,tertiam,comparative
9705,ab,pronoun
9706,Belgārum,neuter
9707,bellum,plural
9708,cum,adverb
9709,oriuntur,pluperfect
9710,prohibent,passive
9711,hōrum,feminine
9712,ab,adverb
9713,partēs,singular
9714,pars,masculine
9715,quod,ablative
9716,partem,neuter
9717,fortissimī,comparative
9718,pars,ablative
9719,dīvidit,pluperfect
9720,causā,plural
9721,causā,plural
9722,pertinent,deponent
9723,reliquōs,dative
9724,eam,nominative
9725,etiam,pronoun
9726,ipsōrum,accusative
9727,inter,preposition w/ abl.
9728,atque,pronoun
9729,linguā,accusative
9730,-que,adjective
9731,aliam,plural
9732,proeliīs,feminine
9733,eōs,1st person
9734,flūminis,ablative
9735,flūminis,ablative
9736,pars,ablative
9737,etiam,pronoun
9738,dīvīsa,active
9739,inter,preposition w/ abl.
9740,atque,adjective
9741,montēs,feminine
9742,fīnibus,singular
9743,dīvidit,plural
9744,proeliīs,genitive
9745,proeliīs,genitive
9746,proeliīs,genitive
9747,dīvīsa,masculine
9748,dīvīsa,masculine
9749,dīvīsa,masculine
9750,dīvīsa,masculine
9751,dīvīsa,masculine
9752,dīvīsa,masculine
9753,quod,demonstrative
9754,quod,noun
9755,continētur,deponent
9756,Belgīs,accusative
9757,Belgīs,accusative
9758,flūmen,genitive
9759,sunt,subjunctive
9760,Belgīs,singular
9761,est,2nd person
9762,fortissimī,positive
9763,fortissimī,positive
9764,ea,indefinite
9765,eam,indefinite
9766,cotīdiānīs,singular
9767,quam,ablative
9768,quam,plural
9769,Belgārum,neuter
9770,dīvidit,subjunctive
9771,ā,adverb
9772,incolunt,imperative
9773,dīvidit,deponent
9774,dīvīsa,pluperfect
9775,dīvīsa,pluperfect
9776,hōrum,feminine
9777,linguā,nominative
9778,linguā,nominative
9779,linguā,nominative
9780,linguā,nominative
9781,pertinet,future
9782,pertinet,future
9783,Hispāniam,plural
9784,omnēs,dative
9785,montēs,dative
9786,capit,semi-deponent
9787,Celtae,neuter
9788,obtinēre,semi-deponent
9789,dictum est,imperative
9790,montēs,neuter
9791,est,imperative
9792,flūmine,plural
9793,ad,pronoun
9794,quae,reflexive
9795,animōs,singular
9796,Germānīs,singular
9797,lēgibus,singular
9798,proeliīs,masculine
9799,fīnibus,singular
9800,absunt,2nd person
9801,eōs,1st person
9802,spectant,semi-deponent
9803,spectant,semi-deponent
9804,spectant,semi-deponent
9805,spectant,semi-deponent
9806,spectant,semi-deponent
9807,spectant,semi-deponent
9808,spectant,semi-deponent
9809,cotīdiānīs,accusative
9810,proeliīs,singular
9811,sōlis,plural
9812,initium,plural
9813,omnis,comparative
9814,quā,reflexive
9815,sunt,future perfect
9816,in,conjunction
9817,causā,plural
9818,montēs,neuter
9819,atque,adjective
9820,tertiam,masculine
9821,linguā,masculine
9822,animōs,singular
9823,sōlem,feminine
9824,sōlem,feminine
9825,ab,adverb
9826,eōrum,ablative
9827,flūminis,ablative
9828,ā,adverb
9829,orientem,neuter
9830,sunt,1st person
9831,flūminis,ablative
9832,proximī,feminine
9833,atque,adjective
9834,inter,adverb
9835,sōlem,ablative
9836,pertinent,deponent
9837,Hispāniam,plural
9838,flūmen,ablative
9839,trēs,ordinal
9840,suīs,comparative
9841,ūna,superlative
9842,omnium,singular
9843,tertiam,neuter
9844,cum,adjective
9845,quārum,noun
9846,mercātōrēs,genitive
9847,omnium,singular
9848,capit,imperfect
9849,capit,imperfect
9850,capit,imperfect
9851,Galliae,plural
9852,spectat,semi-deponent
9853,ea,2nd person
9854,dīvidit,deponent
9855,quā,noun
9856,hōrum,possessive
9857,spectant,deponent
9858,spectant,deponent
9859,prōvinciae,accusative
9860,prōvinciae,accusative
9861,quī,noun
9862,causā,plural
9863,causā,plural
9864,ad,conjunction
9865,ipsī,adverb
9866,ā,conjunction
9867,dīvīsa,semi-deponent
9868,Germānīs,singular
9869,contendunt,imperfect
9870,ipsōrum,adverb
9871,oriuntur,singular
9872,spectat,deponent
9873,suīs,nominative
9874,flūmen,feminine
9875,Gallia,masculine
9876,reliquōs,singular
9877,reliquōs,singular
9878,initium,dative
9879,bellum,genitive
9880,est,2nd person
9881,Gallia,plural
9882,ūna,ordinal
9883,incolunt,perfect
9884,atque,pronoun
9885,eam,plural
9886,flūminis,masculine
9887,tertiam,neuter
9888,cum,preposition w/ acc.
9889,suīs,accusative
9890,suīs,accusative
9891,omnis,plural
9892,in,adverb
9893,eōrum,1st person
9894,quam,demonstrative
9895,mercātōrēs,genitive
9896,est,plural
9897,animōs,feminine
9898,hī,reflexive
9899,contendunt,singular
9900,ā,adverb
9901,initium,plural
9902,orientem,neuter
9903,Hispāniam,masculine
9904,Hispāniam,masculine
9905,oriuntur,subjunctive
9906,quī,noun
9907,partem,dative
9908,aliam,dative
9909,sōlem,ablative
9910,flūmen,ablative
9911,sōlem,plural
9912,longissimē,comparative
9913,gerunt,future perfect
9914,fīnibus,nominative
9915,Galliae,accusative
9916,eōrum,feminine
9917,eōrum,feminine
9918,omnium,superlative
9919,atque,adjective
9920,suīs,2nd person
9921,Galliae,nominative
9922,ā,pronoun
9923,lēgibus,singular
9924,spectat,deponent
9925,Celtae,accusative
9926,Belgae,ablative
9927,in,conjunction
9928,omnis,plural
9929,partem,plural
9930,obtinēre,deponent
9931,spectant,perfect
9932,eōs,nominative
9933,hī,feminine
9934,sōlem,plural
9935,continētur,future
9936,incolunt,singular
9937,prōvinciae,accusative
9938,quā,dative
9939,prōvinciae,ablative
9940,Galliae,neuter
9941,fīnibus,genitive
9942,quae,noun
9943,oriuntur,semi-deponent
9944,gerunt,singular
9945,gerunt,singular
9946,dē,preposition w/ acc.
9947,longissimē,positive
9948,omnēs,neuter
9949,sunt,imperative
9950,ipsī,reflexive
9951,ipsī,reflexive
9952,hī,singular
9953,ā,preposition w/ acc.
9954,ā,preposition w/ acc.
9955,initium,plural
9956,initium,plural
9957,dē,adverb
9958,dē,adverb
9959,dē,adverb
9960,incolunt,subjunctive
9961,incolunt,subjunctive
9962,sē,1st person
9963,eam,masculine
9964,ā,pronoun
9965,dīvīsa,masculine
9966,proximī,positive
9967,partēs,ablative
9968,Belgae,accusative
9969,reliquōs,singular
9970,Galliae,accusative
9971,Galliae,accusative
9972,Celtae,accusative
9973,quārum,masculine
9974,eam,plural
9975,flūmen,plural
9976,ipsī,accusative
9977,Germānīs,comparative
9978,absunt,subjunctive
9979,partem,masculine
9980,animōs,feminine
9981,Hispāniam,masculine
9982,spectat,deponent
9983,Hispāniam,nominative
9984,dīvidit,imperative
9985,obtinēre,gerund
9986,dē,conjunction
9987,dē,conjunction
9988,dē,conjunction
9989,in,adverb
9990,-que,adjective
9991,prōvinciae,neuter
9992,quā,noun
9993,aliam,demonstrative
9994,proximī,feminine
9995,omnium,singular
9996,bellum,dative
9997,initium,feminine
9998,cotīdiānīs,singular
9999,orientem,plural
10000,Celtae,neuter
10001,minimē,adjective
10002,quārum,masculine
10003,sunt,imperfect
10004,oriuntur,perfect
10005,orientem,neuter
10006,partem,plural
10007,flūmen,genitive
10008,quārum,noun
10009,quī,accusative
10010,sōlem,ablative
10011,pertinet,deponent
10012,prōvinciae,ablative
10013,etiam,pronoun
10014,obtinēre,gerund
10015,linguā,masculine
10016,ad,adverb
10017,obtinēre,deponent
10018,causā,plural
10019,continētur,active
10020,quam,demonstrative
10021,cum,adjective
10022,occāsum,feminine
10023,est,1st person
10024,Germānīs,genitive
10025,prōvinciae,masculine
10026,cotīdiānīs,singular
10027,ad,preposition w/ abl.
10028,contendunt,imperative
10029,Germānīs,nominative
10030,suīs,genitive
10031,reliquōs,comparative
10032,reliquōs,comparative
10033,Celtae,feminine
10034,oriuntur,1st person
10035,oriuntur,1st person
10036,oriuntur,1st person
10037,quod,ablative
10038,sōlem,plural
10039,eōs,feminine
10040,eam,plural
10041,trāns,pronoun
10042,minimē,adjective
10043,quā,plural
10044,continenter,gerund
10045,ipsōrum,adverb
10046,quod,demonstrative
10047,sōlem,nominative
10048,oriuntur,1st person
10049,mercātōrēs,neuter
10050,contendunt,1st person
10051,sunt,imperative
10052,ab,preposition w/ acc.
10053,ab,preposition w/ acc.
10054,incolunt,perfect
10055,ipsī,accusative
10056,ā,noun
10057,ā,noun
10058,partēs,genitive
10059,ipsī,adverb
10060,dīvīsa,comparative
10061,absunt,pluperfect
10062,bellum,feminine
10063,suīs,singular
10064,Celtae,accusative
10065,quārum,reflexive
